model,effort,effort_order,country_code,country_name,developer,release_date,is_historical,data_scope,intelligence_score,intelligence_score_raw,output_tokens_million,canonical_input_tokens,canonical_answer_tokens,canonical_reasoning_tokens,canonical_output_tokens,total_tokens_million,aa_raw_blended_usd_per_million_tokens,aa_raw_cost_per_index_task_usd,blended_usd_per_million_tokens,cost_per_index_task_usd,task_noncache_input_tokens,task_cache_read_tokens,task_cache_write_tokens,task_answer_tokens,task_reasoning_tokens,task_output_tokens,total_tokens_per_index_task,api_provider,api_provider_model_id,api_precision,api_original_match,api_input_usd_per_million,api_cache_read_usd_per_million,api_cache_write_usd_per_million,api_output_usd_per_million,api_price_scenario,api_price_valid_until,api_price_source_url,api_precision_source_url,api_price_confidence,api_selection_basis,api_price_note,source_url
GPT-5.6 Terra,max,5,US,美国,OpenAI,2026-07-09,false,token_and_cost,57,56.575567589021,95.550429,788226962,6214940,89335489,95550429,883.777391,1.740000000000,0.508018891130,1.740000000000,0.508018891130,6885.499207,814122.246253,32549.306503,5914.670397,14922.844370,20837.514767,874394.566730,OpenAI,openai_gpt-5-6-terra,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.500000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-terra/providers,https://artificialanalysis.ai/models/gpt-5-6-terra/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-terra
Gemini 3.1 Pro Preview,default,2,US,美国,Google,2026-02-19,false,token_and_cost,48,47.738326025913,56.065335,273100868,4095158,51970177,56065335,329.166203,1.740000000000,0.334564750498,1.740000000000,0.334564750498,6169.940518,313923.243058,47580.713607,2992.015122,10697.884348,13689.899470,381363.796653,Google (AI Studio),google_gemini-3-1-pro_ai-studio,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.000000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gemini-3-1-pro-preview/providers,https://artificialanalysis.ai/models/gemini-3-1-pro-preview/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gemini-3-1-pro-preview
Gemini 3.5 Flash,default,2,US,美国,Google,2026-05-19,false,token_and_cost,52,51.963607470170,75.395748,1013533358,12670138,62725610,75395748,1088.929106,1.305000000000,0.693389485843,1.305000000000,0.693389485843,6974.506730,1000449.320443,167893.763305,11366.686974,19857.722218,31224.409192,1206541.999669,Google AI Studio,google_gemini-3-5-flash_ai-studio,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,1.500000000000,0.150000000000,1.500000000000,9.000000000000,current,,https://artificialanalysis.ai/models/gemini-3-5-flash/providers,https://artificialanalysis.ai/models/gemini-3-5-flash/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gemini-3-5-flash
Gemini 3.5 Flash-Lite,default,2,US,美国,Google,2026-07-21,false,token_and_cost,37,37.438706372268,43.400342,476999079,5726348,37673994,43400342,520.399421,0.331000000000,0.096525038672,0.331000000000,0.096525038672,6919.448191,542890.519563,145628.083957,5279.733332,8509.892044,13789.625376,709227.677087,Google AI Studio,google-gemini-3-5-flash-lite_ai-studio,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.300000000000,0.030000000000,0.300000000000,2.500000000000,current,,https://artificialanalysis.ai/models/gemini-3-5-flash-lite/providers,https://artificialanalysis.ai/models/gemini-3-5-flash-lite/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gemini-3-5-flash-lite
Gemini 3.7 Flash,low,1,US,美国,Google,2026-08-13,false,token_and_cost,51,50.942257177937,18.456065,493645357,11577713,6878352,18456065,512.101422,0.577500000000,0.164849890915,0.577500000000,0.164849890915,6918.450700,513423.375585,91762.608532,10927.223473,3028.068080,13955.291553,626059.726369,Google,gemini-3-7-flash-low,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.750000000000,0.075000000000,0.750000000000,3.750000000000,current,,https://artificialanalysis.ai/models/gemini-3-7-flash-low,https://artificialanalysis.ai/models/gemini-3-7-flash-low,high,AA model-page default; no comparable provider table,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gemini-3-7-flash-low
Gemini 3.7 Flash,medium,2,US,美国,Google,2026-08-13,false,token_and_cost,53,53.416679420117,32.069803,854055634,17494689,14575114,32069803,886.125437,0.577500000000,0.262904010421,0.577500000000,0.262904010421,6915.179159,827972.394744,144269.823432,16365.033477,6946.254222,23311.287699,1002468.685034,Google,gemini-3-7-flash-medium,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.750000000000,0.075000000000,0.750000000000,3.750000000000,current,,https://artificialanalysis.ai/models/gemini-3-7-flash-medium,https://artificialanalysis.ai/models/gemini-3-7-flash-medium,high,AA model-page default; no comparable provider table,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gemini-3-7-flash-medium
Gemini 3.7 Flash,high,3,US,美国,Google,2026-08-13,false,token_and_cost,56,56.030118077370,64.017805,1395784123,24429505,39588300,64017805,1459.801928,0.577500000000,0.402165818184,0.577500000000,0.402165818184,6961.869869,1311818.484519,213842.463875,22799.339578,14047.642166,36846.981743,1569469.800006,Google,gemini-3-7-flash,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.750000000000,0.075000000000,0.750000000000,3.750000000000,current,,https://artificialanalysis.ai/models/gemini-3-7-flash,https://artificialanalysis.ai/models/gemini-3-7-flash,high,AA model-page default; no comparable provider table,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gemini-3-7-flash
Grok 4.6,high,3,US,美国,SpaceXAI,2026-08-12,false,token_and_cost,61,60.922971131150,72.155789,854677596,9660772,62495017,72155789,926.833385,1.350000000000,0.836670781340,1.350000000000,0.836670781340,6102.838360,807153.553453,145240.036628,8969.291817,12765.417289,21734.709106,980231.137547,SpaceXAI,xai_grok-4-6,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.500000000000,2.000000000000,6.000000000000,current,,https://artificialanalysis.ai/models/grok-4-6/providers,https://artificialanalysis.ai/models/grok-4-6/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/grok-4-6
HyperNova 60B 2605,default,2,ES,西班牙,Multiverse Computing,2026-05-26,false,token_only,18,18.317354629754,139.643386,448872705,8172120,131471266,139643386,588.516091,,,,,,,,,,,,,,,,,,,,current,,,,,,,https://artificialanalysis.ai/models/hypernova-60b
K-EXAONE 2.0 0803,default,2,KR,韩国,LG AI Research,2026-08-12,false,token_only,31,30.984543531809,84.379641,518717291,9504529,74875112,84379641,603.096932,,,,,,,,,,,,,,,,,,,,current,,,,,,,https://artificialanalysis.ai/models/k-exaone-2-0-0803
Kimi K2.6,default,2,CN,中国,Kimi,2026-04-20,true,token_and_cost,45,45.138248376316,165.171786,542720792,6277513,158894273,165171786,707.892578,0.702000000000,0.365320528646,0.612000000000,0.269219364753,6030.869989,580998.637278,50339.153779,5869.961104,32410.628885,38280.589989,675649.251035,Parasail,parasail_kimi-k2-6,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.750000000000,0.160000000000,0.750000000000,3.500000000000,current,,https://artificialanalysis.ai/models/kimi-k2-6/providers,https://artificialanalysis.ai/models/kimi-k2-6/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/kimi-k2-6
Kimi K3,low,1,CN,中国,Kimi,2026-07-16,false,token_and_cost,48,48.251492150768,8.592015,197945166,2624728,5967287,8592015,206.537181,2.310000000000,0.241918564657,2.310000000000,0.241918564657,6119.751187,227643.534514,30768.813131,2277.511053,1919.809703,4197.320756,268729.419589,Kimi,kimi_kimi-k3-low,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,3.000000000000,0.300000000000,3.000000000000,15.000000000000,current,,https://artificialanalysis.ai/models/kimi-k3-low/providers,https://artificialanalysis.ai/models/kimi-k3-low/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/kimi-k3-low
Kimi K3,default,2,CN,中国,Kimi,2026-07-16,false,token_and_cost,60,59.699467134259,132.594574,844768195,7519836,125074738,132594574,977.362769,2.310000000000,0.837457491758,2.310000000000,0.837457491758,6266.990028,840887.287980,61425.087138,6782.583112,18691.755146,25474.338258,934053.703403,Kimi,kimi_kimi-k3,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,3.000000000000,0.300000000000,3.000000000000,15.000000000000,current,,https://artificialanalysis.ai/models/kimi-k3/providers,https://artificialanalysis.ai/models/kimi-k3/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/kimi-k3
Magistral Medium 1.2,default,2,FR,法国,Mistral,2025-09-18,false,token_and_cost,18,18.047121208250,43.875388,350285594,4179619,39695769,43875388,394.160982,2.300000000000,0.891796687201,2.300000000000,0.891796687201,6055.265820,0.000000,416546.253673,3430.793405,5887.936238,9318.729643,431920.249136,Mistral,mistral_magistral-medium-2509,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,2.000000000000,2.000000000000,5.000000000000,current,,https://artificialanalysis.ai/models/magistral-medium-2509/providers,https://artificialanalysis.ai/models/magistral-medium-2509/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/magistral-medium-2509
MiMo-V2.5,default,2,CN,中国,Xiaomi,2026-04-22,false,token_and_cost,38,38.043364515522,71.417469,301139686,5186112,66231357,71417469,372.557155,0.057960000000,0.010359306954,0.057960000000,0.010359306954,7217.190466,404018.410211,23542.293263,5140.588527,12437.010341,17577.598868,452355.492808,Xiaomi,xiaomi_mimo-v2-5,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.140000000000,0.002800000000,0.140000000000,0.280000000000,current,,https://artificialanalysis.ai/models/mimo-v2-5-0424/providers,https://artificialanalysis.ai/models/mimo-v2-5-0424/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/mimo-v2-5-0424
MiMo-V2.5-Pro,default,2,CN,中国,Xiaomi,2026-04-22,false,token_and_cost,43,42.879682154684,95.773530,325450789,7744696,88028834,95773530,421.224319,0.176520000000,0.033908452891,0.176520000000,0.033908452891,7425.020767,405165.557124,25215.176186,5986.904684,14991.682914,20978.587598,458784.341676,Xiaomi,xiaomi_mimo-v2-5-pro,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.435000000000,0.003600000000,0.435000000000,0.870000000000,current,,https://artificialanalysis.ai/models/mimo-v2-5-pro/providers,https://artificialanalysis.ai/models/mimo-v2-5-pro/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/mimo-v2-5-pro
MiniMax-M3,default,2,CN,中国,MiniMax,2026-06-01,false,token_and_cost,45,45.396850639970,89.184198,1234427740,12103711,77080487,89184198,1323.611938,0.222000000000,0.138709749019,0.177000000000,0.108564038846,7789.254117,1323541.782204,71042.162747,12568.591398,12697.787620,25266.379018,1427639.578086,CoreWeave,coreweave_minimax-m3,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.230000000000,0.050000000000,0.230000000000,0.960000000000,current,,https://artificialanalysis.ai/models/minimax-m3/providers,https://artificialanalysis.ai/models/minimax-m3/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/minimax-m3
Ministral 3 14B,default,2,FR,法国,Mistral,2025-12-02,false,token_and_cost,11,11.243017772002,14.968355,581022284,14968355,0,14968355,595.990639,0.200000000000,0.158416847619,0.200000000000,0.158416847619,6393.693750,0.000000,773829.282428,11861.261915,0.000000,11861.261915,792084.238093,Amazon,amazon-bedrock_ministral-14b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.200000000000,0.200000000000,0.200000000000,current,,https://artificialanalysis.ai/models/ministral-3-14b/providers,https://artificialanalysis.ai/models/ministral-3-14b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/ministral-3-14b
Ministral 3 3B,default,2,FR,法国,Mistral,2025-12-02,false,token_and_cost,7,7.073757432197,27.389622,888507461,27389622,0,27389622,915.897083,0.100000000000,0.129678689967,0.100000000000,0.129678689967,6777.501377,0.000000,1268278.381049,21731.017244,0.000000,21731.017244,1296786.899669,Amazon,amazon-bedrock_ministral-3b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.100000000000,0.100000000000,0.100000000000,0.100000000000,current,,https://artificialanalysis.ai/models/ministral-3-3b/providers,https://artificialanalysis.ai/models/ministral-3-3b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/ministral-3-3b
Ministral 3 8B,default,2,FR,法国,Mistral,2025-12-02,false,token_and_cost,9,8.973595927546,18.797280,741572579,18797280,0,18797280,760.369859,0.150000000000,0.184578644305,0.150000000000,0.184578644305,6516.743788,0.000000,1208350.400645,15657.150934,0.000000,15657.150934,1230524.295367,Amazon,amazon-bedrock_ministral-8b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.150000000000,0.150000000000,0.150000000000,0.150000000000,current,,https://artificialanalysis.ai/models/ministral-3-8b/providers,https://artificialanalysis.ai/models/ministral-3-8b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/ministral-3-8b
Mistral Large 3,default,2,FR,法国,Mistral,2025-12-02,false,token_and_cost,16,15.919153346673,5.619787,125412797,5619787,0,5619787,131.032584,0.600000000000,0.080608485874,0.600000000000,0.080608485874,6280.616948,0.000000,144839.244381,3365.703473,0.000000,3365.703473,154485.564802,Amazon,amazon-bedrock_mistral-large-3,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.500000000000,0.500000000000,0.500000000000,1.500000000000,current,,https://artificialanalysis.ai/models/mistral-large-3/providers,https://artificialanalysis.ai/models/mistral-large-3/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/mistral-large-3
Mistral Medium 3.5,default,2,FR,法国,Mistral,2026-04-29,false,token_and_cost,30,30.392225605742,91.214555,541004026,7165649,84048906,91214555,632.218581,1.155000000000,0.463738441100,1.155000000000,0.463738441100,6090.210377,652097.752309,108135.529325,7606.725832,18337.963328,25944.689160,792268.181172,Mistral,mistral_mistral-medium-3-5,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,1.500000000000,0.150000000000,1.500000000000,7.500000000000,current,,https://artificialanalysis.ai/models/mistral-medium-3-5/providers,https://artificialanalysis.ai/models/mistral-medium-3-5/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/mistral-medium-3-5
Mistral Small 4,default,2,FR,法国,Mistral,2026-03-16,false,token_and_cost,20,19.707846093956,53.473250,370594479,5028259,48444991,53473250,424.067729,0.195000000000,0.100285096238,0.195000000000,0.100285096238,6015.516984,0.000000,600013.477672,6488.630634,9145.947764,15634.578399,621663.573055,Mistral,mistral_mistral-small-4,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.150000000000,0.150000000000,0.150000000000,0.600000000000,current,,https://artificialanalysis.ai/models/mistral-small-4/providers,https://artificialanalysis.ai/models/mistral-small-4/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/mistral-small-4
Muse Spark 1.2,xhigh,4,US,美国,Meta,2026-08-05,false,token_and_cost,57,56.761591190564,94.924298,991548011,14966086,79958212,94924298,1086.472309,0.780000000000,0.399200304468,0.780000000000,0.399200304468,6375.887438,1089003.119115,78841.345721,12873.579473,17556.607622,30430.187094,1204650.539369,Meta,muse-spark-1-2,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,1.250000000000,0.150000000000,1.250000000000,4.250000000000,current,,https://artificialanalysis.ai/models/muse-spark-1-2,https://artificialanalysis.ai/models/muse-spark-1-2,high,AA model-page default; no comparable provider table,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/muse-spark-1-2
Nemotron 3 Ultra 550B A55B,default,2,US,美国,NVIDIA,2026-06-04,false,token_and_cost,38,38.318546914977,107.825337,396099859,12559679,95265658,107825337,503.925196,0.535000000000,0.382662372975,0.530000000000,0.163217082153,6928.821652,498065.471288,24298.986731,8640.110988,15027.672711,23667.783699,552961.063370,CoreWeave,coreweave_nvidia-nemotron-3-ultra-550b-a55b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.750000000000,0.150000000000,0.750000000000,2.750000000000,current,,https://artificialanalysis.ai/models/nvidia-nemotron-3-ultra-550b-a55b/providers,https://artificialanalysis.ai/models/nvidia-nemotron-3-ultra-550b-a55b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/nvidia-nemotron-3-ultra-550b-a55b
Nemotron 3.5 Lightning,default,2,US,美国,NVIDIA,2026-08-11,false,token_only,24,23.632637599256,104.058506,777885456,16021139,88037367,104058506,881.943962,0.065000000000,0.062013653309,,,,,,,,,,,,,,,,,,current,,,,,,,https://artificialanalysis.ai/models/nemotron-3-5-lightning
Qwen3.6 27B,default,2,CN,中国,Alibaba,2026-04-22,false,token_and_cost,38,37.702463894841,143.072743,253527486,7842005,135230738,143072743,396.600229,0.900000000000,0.291811856594,0.225000000000,0.072952964148,6204.982019,0.000000,304067.419345,7692.126081,21654.656079,29346.782160,339619.183524,CompactifAI,compactifai_qwen3-6-27b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.150000000000,0.150000000000,0.150000000000,0.900000000000,current,,https://artificialanalysis.ai/models/qwen3-6-27b/providers,https://artificialanalysis.ai/models/qwen3-6-27b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/qwen3-6-27b
Qwen3.6 35B A3B,default,2,CN,中国,Alibaba,2026-04-16,false,token_and_cost,32,32.129071476958,148.183955,458436871,110921193,37262762,148183955,606.620826,0.562500000000,0.294367363048,0.165000000000,0.079135973031,6069.768303,416700.741563,178663.006886,15041.065462,15549.954212,30591.019674,632024.536426,Parasail,parasail_qwen3-6-35b-a3b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.150000000000,0.050000000000,0.150000000000,1.000000000000,current,,https://artificialanalysis.ai/models/qwen3-6-35b-a3b/providers,https://artificialanalysis.ai/models/qwen3-6-35b-a3b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/qwen3-6-35b-a3b
Qwen3.6 Plus,default,2,CN,中国,Alibaba,2026-04-02,false,token_and_cost,40,40.488070372373,101.275772,418919877,11775947,89499825,101275772,520.195649,0.435000000000,0.356897280074,0.435000000000,0.356897280074,6217.187279,89313.455266,449815.390343,8946.580045,13782.884858,22729.464902,568075.497791,Alibaba Cloud,alibaba_cloud_qwen3-6-plus,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.500000000000,0.050000000000,0.625000000000,3.000000000000,current,,https://artificialanalysis.ai/models/qwen3-6-plus/providers,https://artificialanalysis.ai/models/qwen3-6-plus/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/qwen3-6-plus
Qwen3.7 Plus,default,2,CN,中国,Alibaba,2026-06-01,false,token_and_cost,39,39.374599299417,113.737665,326128353,4745984,108991681,113737665,439.866018,0.268000000000,0.242414684701,0.268000000000,0.242414684701,6990.946053,70155.850230,401301.947658,4072.261089,18528.425438,22600.686526,501049.430467,Alibaba Cloud,alibaba_cloud_qwen3-7-plus,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.400000000000,0.040000000000,0.500000000000,1.600000000000,current,,https://artificialanalysis.ai/models/qwen3-7-plus/providers,https://artificialanalysis.ai/models/qwen3-7-plus/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/qwen3-7-plus
Qwen3.8 2.4T A95B,default,2,CN,中国,Alibaba,2026-08-12,false,token_and_cost,58,57.704324327113,135.697943,1578664166,12688875,123009068,135697943,1714.362109,1.175000000000,1.091912877389,1.175000000000,1.091912877389,7085.256237,1352030.482951,261909.554226,11116.076046,24869.863242,35985.939288,1657011.232702,Alibaba Cloud,alibaba_cloud_qwen3-8-2-4t-a95b,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.250000000000,2.000000000000,6.000000000000,current,,https://artificialanalysis.ai/models/qwen3-8-2-4t-a95b/providers,https://artificialanalysis.ai/models/qwen3-8-2-4t-a95b/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/qwen3-8-2-4t-a95b
Qwen3.8 Max,default,2,CN,中国,Alibaba,2026-08-03,false,token_and_cost,58,58.077440447967,145.353212,1598062012,14054413,131298799,145353212,1743.415224,1.175000000000,1.132037907890,1.175000000000,1.132037907890,7078.432909,1389062.356991,270445.456930,11033.268291,27254.154870,38287.423161,1704873.669990,Alibaba Cloud,alibaba_cloud_qwen3-8-max,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.250000000000,2.000000000000,6.000000000000,current,,https://artificialanalysis.ai/models/qwen3-8-max/providers,https://artificialanalysis.ai/models/qwen3-8-max/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/qwen3-8-max
Ring-2.6-1T,default,2,CN,中国,InclusionAI,2026-05-08,false,token_and_cost,32,31.663364403760,104.503435,647151844,9409103,95094332,104503435,751.655279,0.520000000000,0.360056723356,0.520000000000,0.360056723356,9466.342438,0.000000,957310.905742,10244.158344,17765.261217,28009.419561,994786.667741,InclusionAI,ring-2-6-1t,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.300000000000,0.300000000000,0.300000000000,2.500000000000,current,,https://artificialanalysis.ai/models/ring-2-6-1t,https://artificialanalysis.ai/models/ring-2-6-1t,high,AA model-page default; no comparable provider table,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/ring-2-6-1t
Solar Pro 4,default,2,KR,韩国,Upstage,2026-08-06,false,token_and_cost,42,41.637324367296,160.114728,688791577,11577406,148537322,160114728,848.906305,0.222000000000,0.223080228866,0.222000000000,0.223080228866,6556.974930,440105.629146,475417.692108,10831.811171,32569.431334,43401.242505,965481.538688,Upstage,upstage_solar-pro4,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.300000000000,0.060000000000,0.300000000000,1.200000000000,current,,https://artificialanalysis.ai/models/solar-pro4/providers,https://artificialanalysis.ai/models/solar-pro4/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/solar-pro4
