id,benchmark_version,model,base_model,developer,agent,agent_version,model_ids,model_url,agent_url,effort,effort_order,score,success_rate,ci95_half_width,ci95_low,ci95_high,trials,successes,task_count,raw_metrics_n_trials,raw_associated_n_trials,trial_count_note,total_tokens,token_per_attempt,total_tokens_million,tokens_per_success,total_api_usd,api_per_attempt,api_per_success,cost_note,raw_named_uncached_input_tokens,raw_cached_input_tokens,raw_output_tokens,component_semantics,avg_trial_duration_sec,source_url,submission_date,source_updated_at,source_verified,data_scope,subscription_per_attempt,subscription_per_success,subscription_offpeak_per_attempt,access_kind,access_label,access_evidence_date,access_confidence,access_rule,access_sources,api_value_ratio
tb1-061-goose__o4-mini,1.0,o4-mini · Goose,o4-mini,OpenAI,Goose,,,,https://block.github.io/goose/,not_reported,-1,27.500000000000004,0.275,2.450000000000002,25.05,29.950000000000006,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-18,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-051-terminus 1__gemini-2.5-pro,1.0,gemini-2.5-pro · Terminus 1,gemini-2.5-pro,Google,Terminus 1,,,,/terminus,not_reported,-1,25.274390243902438,0.2527439024390244,5.437804878048778,19.836585365853658,30.71219512195122,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-057-codex cli__o4-mini,1.0,o4-mini · Codex CLI,o4-mini,OpenAI,Codex CLI,,,,https://github.com/openai/codex,not_reported,-1,20.0,0.2,2.888142696127484,17.111857303872515,22.888142696127485,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-020-orchestrator__qwen3-coder-480b,1.0,Qwen3-Coder-480B · Orchestrator,Qwen3-Coder-480B,Alibaba,Orchestrator,,,,http://www.danaustin.ai/,not_reported,-1,19.7,0.19699999999999998,3.92,15.78,23.619999999999997,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-01,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-047-terminus 1__o4-mini,1.0,o4-mini · Terminus 1,o4-mini,OpenAI,Terminus 1,,,,/terminus,not_reported,-1,18.536585365853657,0.18536585365853658,2.661662963694351,15.874922402159307,21.198248329548008,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-056-terminus 1__grok-3-beta,1.0,grok-3-beta · Terminus 1,grok-3-beta,xAI,Terminus 1,,,,/terminus,not_reported,-1,17.5,0.175,8.326396279303536,9.173603720696464,25.826396279303538,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-17,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-055-terminus 1__gemini-2.5-flash,1.0,gemini-2.5-flash · Terminus 1,gemini-2.5-flash,Google,Terminus 1,,,,/terminus,not_reported,-1,16.75,0.1675,2.5224293845418138,14.227570615458186,19.272429384541812,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-17,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-050-terminus 1__llama-4-maverick-17b,1.0,Llama-4-Maverick-17B · Terminus 1,Llama-4-Maverick-17B,Meta,Terminus 1,,,,/terminus,not_reported,-1,15.516410719662751,0.15516410719662752,3.29536603183982,12.221044687822932,18.81177675150257,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-011-terminalagent__qwen3-32b,1.0,Qwen3-32B · TerminalAgent,Qwen3-32B,Alibaba,TerminalAgent,,,,http://www.danaustin.ai/,not_reported,-1,15.5,0.155,2.1559999999999997,13.344000000000001,17.656,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-07-31,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-019-mini swe-agent__claude-sonnet-4,1.0,claude-sonnet-4 · Mini SWE-Agent,claude-sonnet-4,Anthropic,Mini SWE-Agent,,,,https://github.com/SWE-agent/mini-swe-agent,not_reported,-1,12.8,0.128,0.3136,12.486400000000001,13.1136,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-23,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-041-terminus 2__gpt-5-nano,1.0,gpt-5-nano · Terminus 2,gpt-5-nano,OpenAI,Terminus 2,,,,/terminus,not_reported,-1,12.2,0.122,2.94,9.26,15.139999999999999,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-20,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-060-codex cli__codex-mini-latest,1.0,codex-mini-latest · Codex CLI,codex-mini-latest,OpenAI,Codex CLI,,,,https://github.com/openai/codex,not_reported,-1,11.25,0.1125,3.096610041642312,8.153389958357689,14.346610041642311,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-18,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-058-codex cli__gpt-4.1,1.0,gpt-4.1 · Codex CLI,gpt-4.1,OpenAI,Codex CLI,,,,https://github.com/openai/codex,not_reported,-1,8.292682926829267,0.08292682926829267,2.7669073572522973,5.52577556957697,11.059590284081564,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-053-terminus 1__qwen3-235b,1.0,Qwen3-235B · Terminus 1,Qwen3-235B,Alibaba,Terminus 1,,,,/terminus,not_reported,-1,6.620209059233449,0.06620209059233449,2.7529660603946273,3.867242998838822,9.373175119628076,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-052-terminus 1__deepseek-r1,1.0,DeepSeek-R1 · Terminus 1,DeepSeek-R1,DeepSeek,Terminus 1,,,,/terminus,not_reported,-1,5.713414634146343,0.05713414634146343,1.4293578595094176,4.284056774636925,7.142772493655761,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
